event,	id,	pt,	eta,	phi,	momentum,	mass
0,	9900015,	36.4283,	4.53191,	2.65402,	1692.95,	79
0,	9900015,	36.4273,	4.53193,	2.65402,	1692.94,	79
1,	9900015,	47.0154,	4.70876,	0.873282,	2607.55,	79
1,	9900015,	47.0154,	4.70876,	0.873282,	2607.55,	79
2,	-9900015,	9.74493,	5.7914,	-2.2301,	1595.61,	79
2,	-9900015,	9.74493,	5.7914,	-2.2301,	1595.61,	79
3,	-9900015,	51.025,	1.34328,	-0.821279,	104.412,	79
4,	-9900015,	6.04581,	6.0454,	-2.4878,	1276.18,	79
5,	9900015,	11.8488,	-3.7877,	-1.16541,	261.725,	79
6,	-9900015,	15.8768,	3.45199,	-0.615811,	250.812,	79
7,	-9900015,	7.91952,	0.849532,	-1.91746,	10.9534,	79
7,	-9900015,	7.91952,	0.849533,	-1.91746,	10.9534,	79
8,	9900015,	1.83964,	7.05092,	-2.6721,	1061.41,	79
9,	-9900015,	8.67445,	-5.92672,	2.49579,	1626.14,	79
10,	9900015,	6.74628,	4.93329,	-1.26543,	468.338,	79
10,	9900015,	6.74628,	4.93329,	-1.26543,	468.338,	79
11,	-9900015,	19.5542,	-3.92805,	2.36178,	496.945,	79
12,	-9900015,	1.12205,	5.73077,	-1.79009,	172.913,	79
13,	9900015,	15.813,	2.16315,	-0.915108,	69.6835,	79
14,	-9900015,	14.5408,	4.68914,	-2.77347,	790.797,	79
15,	-9900015,	2.26439,	-3.78463,	-0.729778,	49.8644,	79
16,	-9900015,	2.60909,	-6.76296,	-0.0633082,	1128.69,	79
17,	9900015,	14.8718,	-1.88877,	0.168601,	50.2855,	79
17,	9900015,	14.8718,	-1.88878,	0.168597,	50.2855,	79
18,	-9900015,	2.11385,	-4.04552,	-0.668829,	60.4121,	79
18,	-9900015,	2.11389,	-4.04552,	-0.669753,	60.4134,	79
19,	9900015,	3.67574,	-4.29985,	1.53721,	135.455,	79
19,	9900015,	3.6757,	-4.29987,	1.53736,	135.457,	79
20,	9900015,	1.90382,	7.81401,	0.41413,	2356.01,	79
20,	9900015,	1.90739,	7.81208,	0.417124,	2355.88,	79
20,	9900015,	1.9074,	7.81207,	0.417134,	2355.88,	79
21,	-9900015,	17.441,	2.54621,	2.16418,	111.945,	79
22,	9900015,	4.60751,	3.01406,	1.57291,	47.0406,	79
22,	9900015,	4.60747,	3.01407,	1.57291,	47.0406,	79
23,	9900015,	9.49191,	-2.34481,	-0.682113,	49.9614,	79
24,	9900015,	9.76169,	-0.722429,	1.84596,	12.4218,	79
25,	-9900015,	48.5762,	-4.61868,	-1.47111,	2462.08,	79
26,	9900015,	88.5183,	3.36181,	0.916845,	1278.02,	79
27,	9900015,	2.48179,	6.62181,	0.0738595,	932.291,	79
27,	9900015,	2.48129,	6.622,	0.0737237,	932.28,	79
28,	9900015,	31.2487,	-4.02583,	-2.94617,	875.663,	79
29,	9900015,	55.4966,	2.0907,	1.16498,	227.93,	79
30,	-9900015,	16.0706,	2.16535,	1.96588,	70.9708,	79
31,	9900015,	6.82242,	-3.66161,	-1.9917,	132.865,	79
32,	-9900015,	9.25655,	-4.11421,	-0.313885,	283.344,	79
33,	-9900015,	5.09362,	4.43479,	0.333986,	214.815,	79
34,	-9900015,	3.05818,	-6.03122,	-2.16126,	636.448,	79
35,	-9900015,	13.7747,	-5.39601,	-2.254,	1518.87,	79
36,	-9900015,	10.7143,	3.57774,	2.31141,	191.897,	79
37,	9900015,	2.49764,	-7.15597,	-2.66274,	1600.65,	79
38,	9900015,	7.43985,	-6.7409,	-2.15027,	3148.27,	79
39,	9900015,	16.0508,	-5.39281,	-2.29674,	1764.19,	79
39,	9900015,	16.0508,	-5.39281,	-2.29674,	1764.19,	79
40,	-9900015,	9.52591,	-0.288273,	0.773175,	9.92447,	79
41,	9900015,	0.418904,	5.57418,	-0.170007,	55.1983,	79
42,	9900015,	73.7957,	3.95556,	1.52736,	1927.7,	79
43,	9900015,	11.2866,	-3.60769,	-1.91517,	208.282,	79
44,	-9900015,	76.0275,	0.808814,	-1.28141,	102.281,	79
45,	-9900015,	19.3052,	3.87602,	-2.0977,	465.764,	79
45,	-9900015,	19.3052,	3.87602,	-2.0977,	465.764,	79
46,	-9900015,	25.9247,	3.91701,	-1.01497,	651.614,	79
47,	-9900015,	28.6268,	2.33964,	1.34157,	149.917,	79
47,	-9900015,	28.6268,	2.33964,	1.34157,	149.917,	79
48,	9900015,	2.57842,	7.44694,	0.547948,	2210.48,	79
49,	9900015,	52.9783,	-2.87359,	-0.542057,	470.367,	79
50,	-9900015,	11.8443,	-1.97482,	-3.05781,	43.4929,	79
51,	-9900015,	9.0645,	5.07734,	-2.85139,	726.76,	79
52,	-9900015,	17.7485,	-1.93373,	2.36712,	62.6507,	79
53,	9900015,	8.92446,	4.25376,	-0.79146,	314.068,	79
54,	9900015,	11.0964,	5.22639,	1.51799,	1032.66,	79
55,	9900015,	0.418066,	-8.15758,	-1.00108,	729.467,	79
56,	9900015,	27.5693,	0.124914,	0.897172,	27.7847,	79
56,	9900015,	27.562,	0.125202,	0.897069,	27.7783,	79
57,	-9900015,	6.51507,	-4.63722,	-2.87641,	336.395,	79
58,	9900015,	9.231,	-5.38391,	-3.091,	1005.62,	79
58,	9900015,	9.23099,	-5.38392,	-3.091,	1005.62,	79
59,	-9900015,	14.0938,	-3.56289,	2.0712,	248.71,	79
60,	-9900015,	5.8663,	5.83016,	-3.01464,	998.492,	79
61,	9900015,	33.2646,	-4.30589,	1.08921,	1233.27,	79
62,	9900015,	9.43489,	-4.33241,	0.591081,	359.19,	79
63,	9900015,	12.7548,	6.23654,	-0.66149,	3259.4,	79
63,	9900015,	12.7548,	6.23654,	-0.66149,	3259.4,	79
64,	-9900015,	27.4079,	4.49377,	-2.19222,	1226.09,	79
65,	-9900015,	6.13054,	3.22619,	-1.06005,	77.3163,	79
65,	-9900015,	6.13054,	3.22619,	-1.06005,	77.3163,	79
66,	9900015,	14.8673,	0.662079,	2.63466,	18.2466,	79
67,	9900015,	24.7343,	4.4684,	-0.808836,	1078.77,	79
68,	9900015,	9.93459,	-5.9347,	-0.566551,	1877.29,	79
69,	9900015,	17.3981,	-4.77446,	0.531267,	1030.45,	79
70,	9900015,	80.9958,	2.28892,	0.287466,	403.589,	79
71,	9900015,	1.59137,	7.54348,	-2.3896,	1502.56,	79
71,	9900015,	1.59137,	7.54348,	-2.38959,	1502.56,	79
72,	9900015,	56.8492,	0.93528,	1.02544,	83.5798,	79
72,	9900015,	56.8491,	0.935281,	1.02544,	83.5797,	79
73,	9900015,	2.50977,	-4.60674,	-0.96759,	125.698,	79
74,	-9900015,	19.0987,	4.1084,	1.29588,	581.226,	79
75,	9900015,	7.57262,	-3.36925,	-3.07896,	110.148,	79
76,	-9900015,	19.1262,	2.4418,	0.347734,	110.748,	79
76,	-9900015,	19.1265,	2.44182,	0.347762,	110.751,	79
77,	9900015,	6.03355,	4.12672,	2.54754,	187.012,	79
78,	-9900015,	13.9457,	-1.80885,	-2.91499,	43.7007,	79
78,	-9900015,	13.9457,	-1.80885,	-2.91499,	43.7007,	79
79,	9900015,	3.86393,	-3.6459,	-1.93087,	74.0778,	79
80,	9900015,	7.35516,	3.27905,	-3.08326,	97.7798,	79
81,	-9900015,	4.75635,	-4.4758,	-0.671828,	208.984,	79
81,	-9900015,	4.75636,	-4.47579,	-0.671813,	208.984,	79
82,	9900015,	15.9246,	5.09198,	1.99303,	1295.61,	79
83,	9900015,	1.89239,	5.18779,	0.0274375,	169.443,	79
83,	9900015,	1.89239,	5.18779,	0.0274375,	169.443,	79
84,	9900015,	4.50475,	-3.09046,	0.185655,	49.6256,	79
84,	9900015,	4.50475,	-3.09046,	0.185655,	49.6256,	79
85,	9900015,	2.66235,	-5.31813,	-0.417801,	271.57,	79
86,	9900015,	15.7595,	1.56681,	-2.27347,	39.3993,	79
87,	9900015,	4.63615,	-2.30111,	2.96334,	23.3786,	79
88,	9900015,	15.3253,	-4.6964,	-2.64211,	839.525,	79
89,	9900015,	37.4474,	-3.79489,	-0.553723,	833.127,	79
90,	9900015,	17.892,	-3.09851,	-0.86723,	198.691,	79
91,	-9900015,	22.6888,	5.31804,	2.60621,	2314.12,	79
92,	9900015,	3.04967,	-7.10843,	-2.10396,	1863.7,	79
92,	9900015,	3.58832,	-6.93936,	-2.02686,	1851.77,	79
92,	9900015,	3.59208,	-6.93828,	-2.0271,	1851.71,	79
93,	-9900015,	6.74019,	4.31405,	-1.75648,	251.934,	79
94,	-9900015,	2.56367,	4.8242,	2.37397,	159.583,	79
95,	-9900015,	7.41201,	4.9655,	2.2985,	531.394,	79
95,	-9900015,	7.41201,	4.9655,	2.2985,	531.394,	79
96,	9900015,	9.12079,	-6.60293,	1.7668,	3362.16,	79
97,	9900015,	8.11936,	3.93604,	1.28632,	207.997,	79
98,	-9900015,	3.4492,	-6.52706,	1.27573,	1178.57,	79
99,	-9900015,	42.0411,	-0.827683,	-1.92439,	57.2825,	79
100,	9900015,	4.59969,	5.13154,	-2.53395,	389.328,	79
101,	9900015,	41.7921,	-4.91199,	-1.78143,	2840.14,	79
102,	-9900015,	8.77463,	-2.6034,	0.300475,	59.5956,	79
103,	-9900015,	16.9644,	4.85513,	-0.597584,	1089.16,	79
104,	-9900015,	5.19755,	-3.34989,	0.827469,	74.1549,	79
104,	-9900015,	5.19668,	-3.35006,	0.8274,	74.1557,	79
105,	-9900015,	3.62121,	-5.97081,	-1.71917,	709.441,	79
106,	9900015,	5.39022,	6.79578,	-1.19016,	2409.61,	79
106,	9900015,	5.39022,	6.79578,	-1.19016,	2409.61,	79
107,	9900015,	4.74791,	-3.6684,	-3.05245,	93.0936,	79
108,	-9900015,	8.70513,	-1.62136,	-0.967525,	22.8841,	79
108,	-9900015,	8.76045,	-1.61328,	-0.978529,	22.8581,	79
109,	9900015,	6.93232,	-3.28617,	0.261945,	92.8152,	79
109,	9900015,	6.89472,	-3.28943,	0.256535,	92.6125,	79
110,	-9900015,	1.24255,	-5.99946,	2.30309,	250.507,	79
111,	9900015,	2.41586,	-5.08664,	-2.05545,	195.504,	79
112,	-9900015,	7.96943,	-5.43753,	1.94771,	915.996,	79
113,	9900015,	38.3196,	4.08259,	-0.293137,	1136.47,	79
114,	-9900015,	9.57479,	3.99438,	-1.67486,	260.007,	79
114,	-9900015,	9.57479,	3.99438,	-1.67486,	260.007,	79
115,	-9900015,	13.7589,	-2.61409,	-1.62469,	94.4414,	79
116,	-9900015,	11.0489,	6.09977,	-2.49016,	2462.57,	79
117,	9900015,	18.689,	-3.37729,	2.99029,	274.033,	79
118,	9900015,	7.35811,	6.87946,	2.8671,	3576.43,	79
119,	9900015,	15.1972,	-3.67101,	-0.115415,	298.753,	79
120,	-9900015,	4.43298,	2.30963,	2.76707,	22.5418,	79
121,	9900015,	45.7633,	-2.03287,	-0.848902,	177.72,	79
122,	9900015,	0.813299,	-7.78681,	2.40646,	979.461,	79
123,	9900015,	14.8386,	2.79486,	2.09474,	121.836,	79
123,	9900015,	14.8386,	2.79486,	2.09474,	121.836,	79
124,	-9900015,	27.5312,	-2.62046,	-2.84344,	190.169,	79
124,	-9900015,	27.5311,	-2.62046,	-2.84344,	190.169,	79
125,	-9900015,	52.4347,	-2.61022,	-2.75575,	358.535,	79
126,	9900015,	8.79451,	-2.94103,	-2.58028,	83.4959,	79
126,	9900015,	8.79451,	-2.94103,	-2.58028,	83.4959,	79
127,	9900015,	1.15442,	6.93091,	-1.74964,	590.732,	79
128,	-9900015,	1.6494,	-6.15441,	-1.99976,	388.261,	79
129,	-9900015,	54.9992,	-1.23043,	-1.80154,	102.157,	79
129,	-9900015,	55.2692,	-1.23181,	-1.80028,	102.778,	79
130,	-9900015,	22.6774,	-4.95333,	-0.29698,	1606.15,	79
130,	-9900015,	22.674,	-4.95328,	-0.296231,	1605.84,	79
131,	9900015,	4.56517,	-2.62115,	0.0127243,	31.555,	79
132,	9900015,	57.6911,	-4.26456,	1.32453,	2052.3,	79
132,	9900015,	57.6911,	-4.26456,	1.32453,	2052.3,	79
132,	9900015,	57.6911,	-4.26456,	1.32453,	2052.3,	79
133,	9900015,	25.1922,	4.72294,	-1.32551,	1417.16,	79
133,	9900015,	25.1922,	4.72294,	-1.32551,	1417.16,	79
134,	9900015,	5.4409,	-4.35378,	-0.16941,	211.61,	79
135,	9900015,	4.46098,	3.27243,	0.264086,	58.9143,	79
136,	9900015,	1.57288,	5.47363,	-0.0977383,	187.43,	79
137,	9900015,	11.6283,	5.48678,	2.96273,	1404.01,	79
137,	9900015,	11.6283,	5.48678,	2.96273,	1404.01,	79
137,	9900015,	11.6283,	5.48678,	2.96273,	1404.01,	79
138,	9900015,	7.0591,	5.82079,	-0.563068,	1190.31,	79
139,	9900015,	26.5621,	-4.83802,	-1.23706,	1676.43,	79
139,	9900015,	26.5526,	-4.83832,	-1.23724,	1676.32,	79
140,	-9900015,	3.56671,	5.16113,	-2.65579,	310.959,	79
141,	9900015,	1.92178,	6.89283,	-2.7261,	946.66,	79
142,	9900015,	47.9543,	-3.22574,	-0.126552,	604.509,	79
143,	9900015,	1.35216,	7.66036,	-0.920515,	1434.99,	79
143,	9900015,	1.35216,	7.66036,	-0.920515,	1434.99,	79
144,	-9900015,	8.99804,	-4.31467,	2.64545,	336.536,	79
145,	9900015,	16.8413,	-3.93833,	1.43816,	432.42,	79
145,	9900015,	16.8395,	-3.93851,	1.43802,	432.452,	79
146,	-9900015,	18.0195,	6.06645,	1.83667,	3884.53,	79
147,	-9900015,	14.572,	-3.35861,	1.34992,	209.721,	79
147,	-9900015,	14.572,	-3.35861,	1.34992,	209.721,	79
148,	-9900015,	4.2407,	-3.46104,	-2.10956,	67.5997,	79
149,	9900015,	14.0426,	2.26259,	3.11197,	68.1911,	79
150,	9900015,	9.20118,	-3.83578,	-1.3552,	213.243,	79
151,	9900015,	9.69717,	3.4989,	-0.790499,	160.533,	79
152,	9900015,	24.5878,	-4.62279,	0.753087,	1251.37,	79
153,	9900015,	49.5565,	2.57328,	-1.18063,	326.701,	79
153,	9900015,	49.5565,	2.57328,	-1.18063,	326.701,	79
153,	9900015,	49.5565,	2.57328,	-1.18063,	326.701,	79
154,	9900015,	5.1851,	4.41108,	1.64725,	213.55,	79
154,	9900015,	5.1851,	4.41108,	1.64725,	213.55,	79
155,	9900015,	18.5645,	-5.44008,	1.29264,	2139.24,	79
156,	-9900015,	113.795,	0.855698,	0.329953,	158.061,	79
156,	-9900015,	113.795,	0.855698,	0.329953,	158.061,	79
157,	-9900015,	44.1061,	4.7533,	1.81374,	2557.62,	79
157,	-9900015,	44.1061,	4.7533,	1.81374,	2557.62,	79
158,	9900015,	12.3799,	6.04671,	1.22614,	2616.63,	79
158,	9900015,	12.3799,	6.04671,	1.22614,	2616.64,	79
159,	-9900015,	25.3675,	-3.63195,	2.42724,	479.61,	79
160,	9900015,	64.1368,	3.4293,	2.44509,	990.514,	79
161,	-9900015,	9.65627,	-6.05317,	-1.50981,	2054.19,	79
162,	-9900015,	8.54419,	1.46702,	-0.35646,	19.5103,	79
163,	9900015,	7.53248,	5.31941,	-2.23012,	769.321,	79
164,	9900015,	10.1612,	-2.33633,	2.54557,	53.0413,	79
164,	9900015,	10.1612,	-2.33633,	2.54557,	53.0414,	79
165,	9900015,	15.015,	4.22396,	-1.14791,	512.897,	79
166,	9900015,	7.9783,	-1.97126,	-1.27444,	29.1967,	79
167,	-9900015,	2.95409,	-5.57984,	1.6537,	391.467,	79
169,	-9900015,	9.10469,	3.64726,	3.0935,	174.789,	79
170,	9900015,	4.27935,	-7.29427,	2.69441,	3149.28,	79
170,	9900015,	4.27935,	-7.29427,	2.69441,	3149.28,	79
171,	9900015,	6.36006,	-4.97041,	2.36694,	458.218,	79
172,	-9900015,	12.7363,	5.83393,	-0.676249,	2176,	79
172,	-9900015,	12.7363,	5.83393,	-0.676249,	2176,	79
173,	9900015,	13.5108,	-4.08065,	0.445675,	399.923,	79
174,	9900015,	4.47728,	1.49755,	-2.08426,	10.5091,	79
175,	-9900015,	5.55597,	6.20121,	-1.10492,	1370.51,	79
176,	9900015,	3.8647,	4.58677,	-1.11082,	189.732,	79
177,	9900015,	17.8781,	3.48911,	1.14724,	293.089,	79
178,	-9900015,	18.5793,	-4.03952,	-2.20534,	527.809,	79
178,	-9900015,	18.5793,	-4.03952,	-2.20534,	527.809,	79
179,	9900015,	14.0596,	5.23197,	-1.01948,	1315.75,	79
180,	-9900015,	5.98619,	-3.97884,	1.34999,	160.051,	79
181,	-9900015,	11.671,	2.13407,	1.01702,	49.9959,	79
182,	9900015,	13.5544,	5.09966,	1.74959,	1111.27,	79
183,	9900015,	9.23445,	5.71331,	-0.852158,	1398.45,	79
184,	9900015,	41.6055,	2.44345,	-0.916282,	241.302,	79
185,	9900015,	4.41357,	-3.88774,	0.753342,	107.737,	79
185,	9900015,	4.35469,	-3.90121,	0.747417,	107.74,	79
186,	9900015,	37.2504,	5.05155,	2.18412,	2910.57,	79
187,	9900015,	10.4546,	-3.53897,	-1.13623,	180.136,	79
188,	9900015,	4.81772,	-4.94306,	-0.646956,	337.735,	79
188,	9900015,	4.81772,	-4.94306,	-0.646956,	337.735,	79
189,	9900015,	13.7218,	4.98832,	-1.98195,	1006.47,	79
189,	9900015,	13.7212,	4.98836,	-1.98196,	1006.47,	79
190,	9900015,	9.46557,	2.9885,	-2.0016,	94.2118,	79
191,	-9900015,	33.6446,	2.86816,	-1.68821,	297.105,	79
192,	9900015,	21.676,	-1.11537,	-2.89303,	36.616,	79
193,	9900015,	6.06247,	-6.83307,	2.80668,	2813.09,	79
193,	9900015,	6.04097,	-6.83663,	2.80913,	2813.13,	79
193,	9900015,	6.04097,	-6.83663,	2.80913,	2813.13,	79
194,	-9900015,	2.45645,	7.56956,	-0.1142,	2380.65,	79
195,	-9900015,	17.0471,	3.3838,	-2.1906,	251.585,	79
196,	-9900015,	16.3603,	3.75288,	-1.91004,	349.026,	79
197,	9900015,	7.49484,	5.29236,	1.63779,	745.052,	79
198,	-9900015,	8.77045,	-2.88021,	-1.50121,	78.3818,	79
199,	-9900015,	4.2938,	6.23354,	-0.407142,	1093.97,	79
200,	9900015,	11.7069,	4.26906,	-3.0066,	418.339,	79
201,	-9900015,	3.9169,	-2.38398,	1.45444,	21.4257,	79
202,	-9900015,	1.95161,	4.34883,	0.594744,	75.5279,	79
203,	-9900015,	5.81358,	-5.06361,	-0.0383296,	459.757,	79
204,	-9900015,	13.3397,	2.5118,	-0.422168,	82.7612,	79
205,	-9900015,	6.78263,	-3.95694,	-1.2559,	177.421,	79
205,	-9900015,	6.78183,	-3.95707,	-1.25579,	177.422,	79
205,	-9900015,	6.78183,	-3.95707,	-1.25579,	177.422,	79
206,	-9900015,	5.06583,	-3.77556,	-0.624313,	110.548,	79
207,	-9900015,	4.54357,	-4.80733,	-2.90988,	278.094,	79
208,	-9900015,	34.9159,	2.93042,	-1.65159,	328.016,	79
209,	-9900015,	1.6205,	4.80271,	-2.07414,	98.7276,	79
209,	-9900015,	1.6205,	4.80271,	-2.07414,	98.7276,	79
209,	-9900015,	1.62045,	4.80273,	-2.07415,	98.7272,	79
210,	9900015,	42.6426,	-1.63918,	-1.08837,	113.964,	79
211,	9900015,	5.37397,	4.85311,	-2.19448,	344.325,	79
212,	-9900015,	32.5362,	-2.80389,	1.73129,	269.55,	79
213,	9900015,	14.5132,	-3.1451,	-2.95853,	168.826,	79
214,	9900015,	17.4641,	3.31646,	1.21833,	240.995,	79
215,	-9900015,	2.98194,	5.44093,	1.37252,	343.91,	79
216,	9900015,	46.3483,	2.38809,	-2.59481,	254.555,	79
216,	9900015,	46.3483,	2.38809,	-2.59481,	254.555,	79
217,	-9900015,	9.19069,	3.76978,	-1.58945,	199.409,	79
218,	-9900015,	17.9636,	-4.9371,	0.0623596,	1251.82,	79
218,	-9900015,	17.9636,	-4.9371,	0.0623596,	1251.82,	79
219,	-9900015,	25.7553,	1.59858,	-1.53891,	66.2967,	79
220,	9900015,	5.73522,	6.88789,	1.41095,	2811.2,	79
221,	-9900015,	23.984,	0.359288,	1.98177,	25.5487,	79
222,	9900015,	70.8075,	-1.54563,	1.14174,	173.624,	79
223,	-9900015,	3.68072,	4.63259,	3.09393,	189.17,	79
224,	-9900015,	1.53199,	5.89027,	0.625336,	276.912,	79
225,	-9900015,	4.5043,	-6.1324,	3.00937,	1037.21,	79
226,	-9900015,	7.61492,	5.18039,	3.13846,	676.803,	79
227,	-9900015,	1.67898,	5.79616,	-1.38304,	276.223,	79
228,	-9900015,	5.52526,	3.00596,	-0.0306783,	55.9571,	79
229,	-9900015,	5.71017,	2.0424,	-2.50968,	22.3805,	79
230,	9900015,	3.89979,	-4.57051,	1.55679,	188.367,	79
230,	9900015,	3.89979,	-4.57051,	1.55679,	188.367,	79
230,	9900015,	3.89979,	-4.57051,	1.55679,	188.367,	79
231,	9900015,	2.25367,	4.96636,	-0.924064,	161.712,	79
232,	9900015,	15.146,	-3.18349,	1.56548,	183.056,	79
232,	9900015,	15.143,	-3.18366,	1.56548,	183.052,	79
233,	9900015,	2.83336,	-5.75163,	0.298002,	445.839,	79
233,	9900015,	2.83336,	-5.75163,	0.298,	445.839,	79
234,	-9900015,	3.25058,	-2.88996,	0.351295,	29.3335,	79
235,	-9900015,	130.5,	2.67578,	-2.56918,	952.161,	79
236,	9900015,	1.97529,	-6.5603,	-0.370034,	697.757,	79
237,	9900015,	24.4686,	3.54872,	-2.39206,	425.724,	79
237,	9900015,	24.4686,	3.54872,	-2.39206,	425.724,	79
238,	9900015,	2.12633,	5.41182,	-1.43791,	238.196,	79
239,	-9900015,	60.4729,	3.24954,	0.242966,	780.622,	79
240,	9900015,	7.49849,	6.34776,	1.82715,	2141.63,	79
241,	9900015,	41.3888,	-1.07878,	1.09145,	67.9005,	79
242,	9900015,	70.0864,	2.91625,	1.19248,	649.21,	79
242,	9900015,	70.0863,	2.91625,	1.19248,	649.209,	79
243,	9900015,	3.38085,	-5.60071,	2.83359,	457.465,	79
244,	9900015,	8.34148,	-3.99074,	2.0638,	225.692,	79
245,	-9900015,	4.45953,	-0.540042,	2.99792,	5.12579,	79
246,	9900015,	32.8478,	0.324583,	-1.42417,	34.5933,	79
247,	9900015,	51.2926,	-1.56754,	-0.141135,	128.319,	79
248,	-9900015,	20.7315,	-2.41272,	-2.77771,	116.654,	79
249,	9900015,	7.52883,	4.80131,	-2.0902,	458.046,	79
249,	9900015,	7.52883,	4.80131,	-2.0902,	458.046,	79
250,	9900015,	11.0676,	2.03323,	3.12539,	42.9955,	79
251,	9900015,	24.7331,	-3.58892,	-2.80193,	447.951,	79
252,	9900015,	35.5316,	1.36535,	-2.54275,	74.1256,	79
